0.095 	28.2941
0.105 	28.1765
0.115 	28.0588
0.125 	27.9412
0.135 	27.8235
0.145 	27.7059
0.155 	27.5882
0.165 	27.4706
0.175 	27.3529
0.185 	27.2353
0.195 	27.1176
0.205 	27
0.215 	26.8824
0.225 	26.7647
0.235 	26.6471
0.245 	26.5294
0.255 	26.4118
0.265 	26.2941
0.275 	26.1765
0.285 	26.0588
0.295 	25.9412
0.305 	25.8235
0.315 	25.7059
0.325 	25.5882
0.335 	25.4706
0.345 	25.3529
0.355 	25.2353
0.365 	25.1176
0.375 	25
0.385 	24.8824
0.395 	24.7647
0.405 	24.6471
0.415 	24.5294
0.425 	24.4118
0.435 	24.2941
0.445 	24.1765
0.455 	24.0588
0.465 	23.9412
0.475 	23.8235
0.485 	23.7059
0.495 	23.5882
0.505 	23.4706
0.515 	23.3529
0.525 	23.2353
0.535 	23.1176
0.545 	23
0.555 	22.8824
0.565 	22.7647
0.575 	22.6471
0.585 	22.5294
0.595 	22.4118
0.605 	22.2941
0.615 	22.1765
0.625 	22.0588
0.635 	21.9412
0.645 	21.8235
0.655 	21.7059
0.665 	21.5882
0.675 	21.4706
0.685 	21.3529
0.695 	21.2353
0.705 	21.1176
0.715 	21
0.725 	20.8824
0.735 	20.7647
0.745 	20.6471
0.755 	20.5294
0.765 	20.4118
0.775 	20.2941
0.785 	20.1765
0.795 	20.0588
0.805 	19.9412
0.815 	19.8235
0.825 	19.7059
0.835 	19.5882
0.845 	19.4706
0.855 	19.3529
0.865 	19.2353
0.875 	19.1176
0.885 	19
0.895 	18.8824
0.905 	18.7647
0.915 	18.6471
0.925 	18.5294
0.935 	18.4118
0.945 	18.2941
0.955 	18.1765
0.965 	18.0588
0.975 	17.9412
0.985 	17.8235
0.995 	17.7059
1.005 	17.5882
1.015 	17.4706
1.025 	17.3529
1.035 	17.2353
1.045 	17.1176
1.055 	17
1.065 	16.8824
1.075 	16.7647
1.085 	16.6471
1.095 	16.5294
1.105 	16.4118
1.115 	16.2941
1.125 	16.1765
1.135 	16.0588
1.145 	15.9412
1.155 	15.8235
1.165 	15.7059
1.175 	15.5882
1.185 	15.4706
1.195 	15.3529
1.205 	15.2353
1.215 	15.1176
1.225 	15
1.235 	14.8824
1.245 	14.7647
1.255 	14.6471
1.265 	14.5294
1.275 	14.4118
1.285 	14.2941
1.295 	14.1765
1.305 	14.0588
1.315 	13.9412
1.325 	13.8235
1.335 	13.7059
1.345 	13.5882
1.355 	13.4706
1.365 	13.3529
1.375 	13.2353
1.385 	13.1176
1.395 	13
1.405 	12.8824
1.415 	12.7647
1.425 	12.6471
1.435 	12.5294
1.445 	12.4118
1.455 	12.2941
1.465 	12.1765
1.475 	12.0588
1.485 	11.9412
1.495 	11.8235
1.505 	11.7059
1.515 	11.5882
1.525 	11.4706
1.535 	11.3529
1.545 	11.2353
1.555 	11.1176
1.565 	11
1.575 	10.8824
1.585 	10.7647
1.595 	10.6471
1.605 	10.5294
1.615 	10.4118
1.625 	10.2941
1.635 	10.1765
1.645 	10.0588
1.655 	9.94118
1.665 	9.82353
1.675 	9.70588
1.685 	9.58823
1.695 	9.47059
1.705 	9.35294
1.715 	9.23529
1.725 	9.11765
1.735 	9
1.745 	8.88235
1.755 	8.76471
1.765 	8.64706
1.775 	8.52941
1.785 	8.41176
1.795 	8.29412
1.805 	8.17647
1.815 	8.05882
1.825 	7.94118
1.835 	7.82353
1.845 	7.70588
1.855 	7.58823
1.865 	7.47059
1.875 	7.35294
1.885 	7.23529
1.895 	7.11765
1.905 	7
1.915 	6.88235
1.925 	6.76471
1.935 	6.64706
1.945 	6.52941
1.955 	6.41176
1.965 	6.29412
1.975 	6.17647
1.985 	6.05882
1.995 	5.94118
2.005 	5.82353
2.015 	5.70588
2.025 	5.58823
2.035 	5.47059
2.045 	5.35294
2.055 	5.23529
2.065 	5.11765
2.075 	5
2.085 	4.88235
2.095 	4.76471
2.105 	4.64706
2.115 	4.52941
2.125 	4.41176
2.135 	4.29412
2.145 	4.17647
2.155 	4.05882
2.165 	3.94118
2.175 	3.82353
2.185 	3.70588
2.195 	3.58824
2.205 	3.47059
2.215 	3.35294
2.225 	3.23529
2.235 	3.11765
2.245 	3
2.255 	2.88235
2.265 	2.76471
2.275 	2.64706
2.285 	2.52941
2.295 	2.41176
2.305 	2.29412
2.315 	2.17647
2.325 	2.05882
2.335 	1.94118
2.345 	1.82353
2.355 	1.70588
2.365 	1.58824
2.375 	1.47059
2.385 	1.35294
2.395 	1.23529
2.405 	1.11765
2.415 	1
2.425 	0.882353
2.435 	0.764706
2.445 	0.647059
2.455 	0.529412
2.465 	0.411765
2.475 	0.294118
2.485 	0.176471
