-2.495 	1.01476 	2.76995e-08 	0
-2.485 	1.08564 	1.13854e-07 	0
-2.475 	1.18368 	1.22253e-07 	0
-2.465 	1.27417 	1.05114e-07 	0
-2.455 	1.34339 	8.01189e-08 	0
-2.445 	1.39182 	5.62964e-08 	0
-2.435 	1.42379 	3.72341e-08 	0
-2.425 	1.44387 	2.34687e-08 	0
-2.415 	1.45597 	1.41881e-08 	0
-2.405 	1.46297 	8.24548e-09 	0
-2.395 	1.46687 	4.60132e-09 	0
-2.385 	1.46894 	2.4533e-09 	0
-2.375 	1.46999 	1.23567e-09 	0
-2.365 	1.47047 	5.73929e-10 	0
-2.355 	1.47067 	2.31921e-10 	0
-2.345 	1.47073 	6.67651e-11 	0
-2.335 	1.47073 	-4.14425e-14 	0
-2.325 	1.4707 	2.00153e-11 	0
-2.315 	1.47067 	-3.37334e-11 	0
-2.305 	1.47065 	-2.91839e-11 	0
-2.295 	1.47063 	-1.74153e-11 	0
-2.285 	1.47061 	-1.10274e-11 	0
-2.275 	1.4706 	-8.99421e-13 	0
-2.265 	1.4706 	-2.12847e-12 	0
-2.255 	1.47059 	4.88756e-13 	0
-2.245 	1.47059 	7.22851e-12 	0
-2.235 	1.47059 	7.34502e-12 	0
-2.225 	1.47059 	8.53978e-12 	0
-2.215 	1.47059 	9.95987e-12 	0
-2.205 	1.47059 	1.12068e-11 	0
-2.195 	1.47059 	1.13976e-11 	0
-2.185 	1.47059 	1.16253e-11 	0
-2.175 	1.47059 	1.09166e-11 	0
-2.165 	1.47059 	9.02738e-12 	0
-2.155 	1.47059 	7.85714e-12 	0
-2.145 	1.47059 	2.95766e-12 	0
-2.135 	1.47059 	-3.02759e-12 	0
-2.125 	1.47059 	-1.00576e-11 	0
-2.115 	1.47059 	-1.83765e-11 	0
-2.105 	1.47059 	-2.76914e-11 	0
-2.095 	1.47059 	-3.77229e-11 	0
-2.085 	1.47059 	-4.77657e-11 	0
-2.075 	1.47059 	-5.82874e-11 	0
-2.065 	1.47059 	-6.61926e-11 	0
-2.055 	1.47059 	-7.23665e-11 	0
-2.045 	1.47059 	-7.61326e-11 	0
-2.035 	1.47059 	-7.73683e-11 	0
-2.025 	1.47059 	-7.57887e-11 	0
-2.015 	1.47059 	-7.12279e-11 	0
-2.005 	1.47059 	-6.37196e-11 	0
-1.995 	1.47059 	-5.29914e-11 	0
-1.985 	1.47059 	-4.01403e-11 	0
-1.975 	1.47059 	-2.52745e-11 	0
-1.965 	1.47059 	-1.03741e-11 	0
-1.955 	1.47059 	4.27422e-12 	0
-1.945 	1.47059 	1.66765e-11 	0
-1.935 	1.47059 	2.7278e-11 	0
-1.925 	1.47059 	3.46777e-11 	0
-1.915 	1.47059 	3.90537e-11 	0
-1.905 	1.47059 	3.7519e-11 	0
-1.895 	1.47059 	2.99867e-11 	0
-1.885 	1.47059 	1.62025e-11 	0
-1.875 	1.47059 	-4.30064e-13 	0
-1.865 	1.47059 	-2.04477e-11 	0
-1.855 	1.47059 	-3.9435e-11 	0
-1.845 	1.47059 	-5.49068e-11 	0
-1.835 	1.47059 	-6.20651e-11 	0
-1.825 	1.47059 	-5.93441e-11 	0
-1.815 	1.47059 	-4.21255e-11 	0
-1.805 	1.47059 	-9.48545e-12 	0
-1.795 	1.47059 	4.2754e-11 	0
-1.785 	1.47059 	1.10828e-10 	0
-1.775 	1.47059 	1.97556e-10 	0
-1.765 	1.47059 	2.97347e-10 	0
-1.755 	1.47059 	4.13933e-10 	0
-1.745 	1.47059 	5.3901e-10 	0
-1.735 	1.47059 	6.74243e-10 	0
-1.725 	1.47059 	8.0864e-10 	0
-1.715 	1.47059 	9.40776e-10 	0
-1.705 	1.47059 	1.0601e-09 	0
-1.695 	1.47059 	1.16587e-09 	0
